id,title_or_case,score_internal,before,delta,human_score,low_checks,evidence
R01:dir:monghwa:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:monghwa:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:monghwa:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:seoyeok:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:seoyeok:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:seoyeok:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:seoyeok:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:paeseon:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:paeseon:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:paeseon:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:paeseon:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:myeonsang:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:myeonsang:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:myeonsang:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:myeonsang:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:wolha:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:wolha:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:wolha:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:wolha:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hongmae:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:hongmae:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hongmae:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hongmae:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:yeondam:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:yeondam:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:yeondam:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:yeondam:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hwagyeong:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:hwagyeong:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hwagyeong:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hwagyeong:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:haengsu:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:haengsu:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:haengsu:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:haengsu:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hunjang:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:hunjang:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hunjang:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:hunjang:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:yakcho:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:yakcho:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:yakcho:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:yakcho:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:ilgwan:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:ilgwan:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:ilgwan:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:ilgwan:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:nopa:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:nopa:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:nopa:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:nopa:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:dongja:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:dir:dongja:one:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:dongja:sub:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:dir:dongja:all:focus,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 2개 · 거절 반영 False / 서로 다른 행동 4개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 8개
R01:health:pungun:all:book,R01,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R01:health:pungun:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:health:pungun:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:pungun:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:pungun:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:baegun:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:health:baegun:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:baegun:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:baegun:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:cheongam:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:health:cheongam:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:cheongam:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:cheongam:all:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:sigye:free:focus,R01,80,70,10,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R01:health:sigye:one:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
R01:health:sigye:sub:focus,R01,92,78,14,,경험 확인 장면,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 3개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 7개
